name,latitude,longitude,dermoscopie,adresse,ville,code_postal,phone,email,description
PHARMACIE DU LUY,43.3684357,-0.3488377,non,,,,,,
Pharmacie Du Marché,48.6366951,7.4477029,non,,,,,,
Pharmacie Do,42.6946627,2.9088638,non,,,,,,
Pharmacie de L'Europe,45.6672683,4.899108,non,,,,,,
Pharmacie de la Pauline,43.2723194,5.4112125,non,,,,,,
Grande pharmacie de Saint Antoine,43.3710303,5.3564241,non,,,,,,
Pharmacie des Landes,43.639977,1.46618,non,,,,,,
PHARMACIE BERNARD-LERIVEREND,48.169776,0.4163236,non,,,,,,
PHARMACIE DE SOUCHEZ MEDIPRIX,50.3882556,2.7426817,non,,,,,,
Pharmacie Blin VSF,49.1984919,2.4964905,non,,,,,,
Pharmacie Des Amis,43.2462325,5.4131673,non,,,,,,
PHARMACIE LIEUTAUD A.L.M.,43.291045,5.38326,non,,,,,,
Pharmacie Lafayette de la Bocca,43.5493249,6.9792411,non,,,,,,
Pharmacie de Chens,46.3274169,6.2676647,non,,,,,,
Pharmacie du Musée,49.2149969,1.168863,non,,,,,,
Pharmacie LE RAY MANCERON,47.8055124,-3.2774657,non,,,,,,
Pharmacie du Rove,43.3684718,5.2516972,non,,,,,,
Pharmacie de la Claire - Téléconsultation Médecin,45.9872811,4.7096512,non,,,,,,
Pharmacie Lefaure,48.1932915,6.378603,non,,,,,,
Pharmacie de Costebelle Totum,43.1092764,6.1221658,non,,,,,,
Pharmacie de Thoiry,48.8662284,1.7913276,non,,,,,,
PHARMACIE DU PLANESTEL,43.5235338,6.8112613,non,,,,,,
Pharmacie Treich,49.1785277,-0.2705632,non,,,,,,
Pharmacie Senez,49.375957,2.452959,non,,,,,,
70 Rue Léon Frot,48.8570216,2.3853515,non,,,,,,
190 Rue des Charnelles,48.9622604,1.897408,non,,,,,,
Pharmacie de la plaine,43.8211251,7.1893471,non,,,,,,
Pharmacie Thermale,46.7865363,0.8115185,non,,,,,,
Pharmacie Linglart,50.3701023,3.0746321,non,,,,,,
Pharmacie de la Liberté,51.0332324,2.3312178,non,,,,,,
6-8 Pl. de la Liberté,51.0332324,2.3312178,non,,,,,,
Pharmacie du Centre de Vineuil,47.5813831,1.378067,non,,,,,,
Pharmacie Beatrice,43.6972769,0.0835273,non,,,,,,
21 Bd Louis Charles Delescluze,43.1372332,5.9059084,non,,,,,,
Pharmacie La Marinade,42.7741549,2.9931242,non,,,,,,
Pharmacie de Saint Hilaire,45.847528,-0.5327725,non,,,,,,
Pharmacie Daheron / Matériel médical / Borne de téléconsultation,46.7962044,-1.9011558,non,,,,,,
Pharmacie De Sèvres,47.1861956,-1.5271535,non,,,,,,
Pharmacie du Javelot,48.8252973,2.3654951,non,,,,,,
Pharmacie Alphonse Daudet,43.698385,4.2799912,non,,,,,,
PHARMACIE DE LA PASSERELLE,48.6998147,2.3191047,non,,,,,,
Pharmacie des Stades 💊 Totum,43.1055975,-0.0615667,non,,,,,,
Ma Pharmacie Brignais (Barral) 💊 Totum,45.6746906,4.7557496,non,,,,,,
PHARMACIE BORELY,43.2541456,5.3840779,non,,,,,,
Pharmacie de l'Ic,48.5705695,-2.8185058,non,,,,,,
Pharmacie de la Sapinière,48.6921107,6.1279619,non,,,,,,
PHARMACIE GALIAY HOF,42.728075,2.9825638,non,,,,,,
Pharmacie de la Tour Marine,43.1177052,5.799887,non,,,,,,
Pharmacie Des Olivettes,43.5000621,3.3199889,non,,,,,,
PHARMACIE DU CORMIER,48.2596549,-1.3996553,non,,,,,,
Pharmacie de Lanta,43.5612894,1.6560438,non,,,,,,
PHARMACIE DE LA CHAMBERTE,43.6084488,3.8478989,non,,,,,,
PHARMACIE DU CENTRE,46.6947381,-1.055635,non,,,,,,
PHARMACIE DE LA REPUBLIQUE,49.6137707,3.2195472,non,,,,,,
Pharmacie Aprium Alésia Plaisance - Paris 14,48.8319558,2.3139593,non,,,,,,
PHARMACIE D'ANNAPPES,50.6261801,3.1496232,non,,,,,,
PHARMACIE DU GRIFFE,43.5418907,3.4600326,non,,,,,,
Pharmacie Gandon-jouet Selarl,48.5165232,3.7260565,non,,,,,,
Pharmacie Couprie - BRIZAMBOURG,45.822402,-0.481669,non,,,,,,
CC Carrefour,43.6427435,3.9422686,non,,,,,,
Pharmacie de Béhobie,43.3454621,-1.7622476,non,,,,,,
PHARMACIE DE MONTCHAT - Lyon 69003,45.7535275,4.8897372,non,,,,,,
Pharmacie de Brains,47.1712733,-1.718657,non,,,,,,
PHARMACIE BEAUSOLEIL,46.9892266,-0.2326547,non,,,,,,
PHARMACIE DU TONKIN,43.3142525,-0.3848094,non,,,,,,
PHARMACIE DE L'ECHAT,48.7965765,2.4483134,non,,,,,,
Pharmacie de Milly,46.3932756,6.603953,non,,,,,,
PHARMACIE BLIN,47.6237235,-1.4516045,non,,,,,,
PHARMACIE DU GAVE,43.1687793,-0.2314377,non,,,,,,
Pharmacie Des Charmettes,45.2263519,5.6866551,non,,,,,,
Pharmacie Fuentes,44.8425377,0.3828237,non,,,,,,
Pharmacie du Chien blanc,50.4781972,2.5442561,non,,,,,,
Pharmacie Sud by Médiprix - Tournon sur Rhône,45.0585137,4.8414868,non,,,,,,
Pharmacie d Azille,43.2776204,2.6605918,non,,,,,,
Pharmacie de Fitz James Totum,49.3946326,2.418945,non,,,,,,
Pharmacie de Champcevinel,45.1986199,0.7266493,non,,,,,,
Pharmacie de Poey 💊 Totum,43.3529307,-0.4694044,non,,,,,,
7 Pl. du 14 Juillet,44.3011133,0.3385393,non,,,,,,
Pharmacie Du Hérisson,43.3484799,6.1754108,non,,,,,,
PHARMACIE DES BARQUES,45.9488702,-1.0772604,non,,,,,,
PHARMACIE RAUTURIER,43.6321272,3.907431,non,,,,,,
Pharmacie d'Assas,43.6186,3.859795,non,,,,,,
PHARMACIE TERNAUX,50.3228626,2.6997273,non,,,,,,
PHARMACIE LEDOUX,50.3260821,2.9803139,non,,,,,,
Pharmacie de l'Océan,46.4171488,-1.5768655,non,,,,,,
PHARMACIE SAINT ETIENNE,44.2895803,4.101703,non,,,,,,
PHARMACIE DU CLINQUET,50.7266802,3.1277532,non,,,,,,
Pharmacie Du Sud Est,49.1175012,6.2315061,non,,,,,,
Pharmacie du Vignoble,44.8743765,0.2534672,non,,,,,,
Aprium Pharmacie de la Petite Arche,47.4269564,0.6991155,non,,,,,,
3 Rue des Pélicans,43.6066954,3.8990112,non,,,,,,
PHARMACIE DE QUERQUEVILLE,49.664948,-1.6881586,non,,,,,,
Pharmacie du Marquisat 💊 Totum,43.1843919,0.0154882,non,,,,,,
Pharmacie Regionale,45.9799619,4.7352088,non,,,,,,
Pharmacie de l'Hôtel de Ville,43.9559296,4.9299418,non,,,,,,
35 Av. du Foulon,43.9656043,6.6678998,non,,,,,,
Pharmacie Luquet,43.685506,7.2026288,non,,,,,,
Pharmacie de Provence,43.4278671,6.7445451,non,,,,,,
Pharmacie La Buissonne,44.0092676,5.0516373,non,,,,,,
Pharmacie de Carnoules,43.2994892,6.182527,non,,,,,,
Pharmacie Notre Dame,43.7039634,7.2681099,non,,,,,,
Pharmacie et Préparatoire FRANCEPREP,43.3602297,5.3306493,non,,,,,,
Pharmacie Cap Dramont,43.4188251,6.8499007,non,,,,,,
Pharmacie du Rouret,43.6735711,7.0026489,non,,,,,,
Grande Pharmacie de l'Ouest Lyonnais,45.7565448,4.7980931,non,,,,,,
Pharmacie de la Bricarde,43.3678973,5.3465148,non,,,,,,
Pharmacie Paradis,43.2772083,5.3834979,non,,,,,,
PHARMACIE LAVILLE,50.5700694,3.054916,non,,,,,,
Pharmacie de Céreste,43.8570556,5.5879463,non,,,,,,
Pharmacie Galan SNC,42.5729592,2.9619109,non,,,,,,
Pharmacie des Collines 💊 Totum,43.7134324,7.250006,non,,,,,,
PHARMACIE GENSANE,43.5820425,1.4256281,non,,,,,,
Pharmacie du Grand Vallon,44.3435729,6.0283103,non,,,,,,
Pharmacie Weber,43.810332,7.3149796,non,,,,,,
Pharmacie des ormeaux,43.6499662,6.7930605,non,,,,,,
PHARMACIE DE LERINS,43.5437222,7.0381791,non,,,,,,
Pharmacie Jean Médecin de Garde la Nuit,43.7014532,7.2697172,non,,,,,,
PHARMACIE DE LA PLACE,43.1092868,0.7260689,non,,,,,,
Pharmacie Bonne Fontaine,43.9598372,5.7815686,non,,,,,,
Pharmacie du Patrimoine,43.1532825,6.0699962,non,,,,,,
PHARMACIE DE LA BAIE,47.520775,-3.1302682,non,,,,,,
Pharmacie Seguy,43.742215,7.4241338,non,,,,,,
Grande Pharmacie de l'Horloge,43.718543,7.252685,non,,,,,,
Pharmacie Naturel Concept,45.7767744,3.0791847,non,,,,,,
Pharmacie Lothaire,49.1005731,6.1820915,non,,,,,,
Pharmacie Saint-Pierre Marignane Totum,43.409959,5.205735,non,,,,,,
Pharmacie d'Estivareilles,46.4259044,2.6144024,non,,,,,,
Pharmacie de la Gare,49.3846016,2.415152,non,,,,,,
Pharmacie - Herboristerie des Quatre Chemins,43.6448149,6.9400798,non,,,,,,
Pharmacie des Marronniers,43.0550409,2.2140743,non,,,,,,
Pharmacie Saint Roch,44.1893493,5.0069647,non,,,,,,
PHARMACIE DE L'EUROPE,48.8226818,2.5510822,non,,,,,,
Pharmacie Saint Martin,43.6106219,6.9783225,non,,,,,,
62 Bd Gambetta,43.7015577,7.2565163,non,,,,,,
"Pharmacie Avenue de Castres, Selarl Gaussin-Cosset",43.6009119,1.4754996,non,,,,,,
PHARMACIE PRES D'ARENES,43.5875734,3.8882929,non,,,,,,
Allée George Sand,43.6929032,7.1835138,non,,,,,,
PHARMACIE DE VIVIERS,43.554191,2.1755212,non,,,,,,
Grande Pharmacie de Golbey - Boticinal,48.191581,6.4199897,non,,,,,,
Grande pharmacie de Cessole,43.7218177,7.2510747,non,,,,,,
Pharmacie France Saint-Louis,47.6052627,7.5415644,non,,,,,,
PHARMACIE DES PLAGES l Larmor-Plage 56,47.706658,-3.383757,non,,,,,,
115-123,43.1238202,5.9494961,non,,,,,,
Pharmacie des Senteurs,44.0422131,6.125747,non,,,,,,
Pharmacie du Mas,44.4093799,0.2175534,non,,,,,,
Pharmacie FAIPOT,49.112857,6.1573447,non,,,,,,
Pharmacie du Mont de Sable,50.3760829,3.4981075,non,,,,,,
PHARMACIE EMMANUEL LECLERCQ,50.4268738,3.1816675,non,,,,,,
Pharmacie de l'Avenue,43.1351214,5.9162434,non,,,,,,
Pharmacie VITTINI - Téléconsultation Médecin,43.119179,5.9413994,non,,,,,,
Pharmacie Rives Serasse,43.2586625,2.4159086,non,,,,,,
Pharmacie de l'Aubetin,48.7019895,3.244517,non,,,,,,
Pharmacie provençale,43.1670124,6.0426551,non,,,,,,
Pharmacie de Quincy-Voisins,48.8994895,2.8746355,non,,,,,,
Pharmacie du Faubourg Narbonne,43.186685,3.0111322,non,,,,,,
Pharmacie du Chalet,48.4618715,-2.501064,non,,,,,,
Pharmacie de la Voie d'O,43.6625928,4.0101329,non,,,,,,
Pharmacie Saint-Roch Hurtado,43.1295187,5.9205977,non,,,,,,
PHARMACIE DE LA LOGNE,46.9663221,-1.5766869,non,,,,,,
Pharmacie de Cerisy-la-Forêt - Amaury HUMBERT,49.193464,-0.936649,non,,,,,,
